event_id,home_id,device_id,timestamp,sensor_value,event_type,is_manual,extra_data,ingested_at
e9b632cb-76e0-4156-8d66-03a0e34b9509,HOME_002,DEV_BEDROOM3_a4731,2025-03-07 18:05:00,24.76,temperature,False,,2025-03-07 18:05:13
ac53fdcd-b9f2-4084-918e-93d97290b28d,HOME_001,DEV_BEDROOM4_97e85,2025-03-08 04:59:00,19.32,temperature,False,,2025-03-08 04:59:15
0b8f0988-dd1c-4732-8d3a-87ff0976f2b9,HOME_002,DEV_BEDROOM4_61ce6,2025-03-30 15:53:00,33.88,temperature,False,,2025-03-30 15:53:24
9be0256f-37e2-4e77-a69b-ce8292025438,HOME_002,DEV_WASHROOM2_8ce7e,2025-03-24 18:29:00,9.1,distance_measurement,False,,2025-03-24 18:29:05
db3eb45e-0178-4428-b1c1-545745ca4000,HOME_001,DEV_WASHROOM1_20cb6,2025-03-22 18:54:00,110.27,distance_measurement,False,,2025-03-22 18:54:11
9338d210-0f2c-45cc-a66a-d12b97deef01,HOME_002,DEV_WASHROOM3_97bba,2025-03-02 19:40:00,8.66,distance_measurement,False,,2025-03-02 19:40:19
8bcd7c5e-2b00-4959-b921-18465e9b6283,HOME_001,DEV_BEDROOM1_c74b2,2025-03-08 00:58:00,19.81,temperature,False,,2025-03-08 00:58:10
488d0409-11ab-4830-8c76-3767abf9d029,HOME_002,DEV_WASHROOM2_8ce7e,2025-03-16 22:12:00,175.2,distance_measurement,False,,2025-03-16 22:12:19
6bca3ebe-f45d-4a61-a8a5-8fda2075964e,HOME_002,DEV_BEDROOM2_7e370,2025-03-25 08:38:00,18.45,temperature,False,,2025-03-25 08:38:25
e4df503c-350c-4af7-9339-868e3dd03b2a,HOME_002,DEV_WASHROOM2_8ce7e,2025-03-25 20:07:00,145.83,distance_measurement,False,,2025-03-25 20:07:29
06b06467-8727-4eaf-a16f-22d08b217f8d,HOME_002,DEV_BEDROOM1_d6960,2025-03-22 14:56:00,25.72,temperature,False,,2025-03-22 14:56:05
417cdec9-9b97-4102-bdfc-ae014ee8e6ec,HOME_002,DEV_BEDROOM1_d6960,2025-03-08 18:56:00,31.61,temperature,False,,2025-03-08 18:56:13
29a2c405-5b4e-40ad-be24-b1e06d189773,HOME_001,DEV_BEDROOM1_c74b2,2025-03-03 18:29:00,22.52,temperature,False,,2025-03-03 18:29:20
3a0cd8a3-aca7-4614-a97e-dfd0513febe5,HOME_002,DEV_WASHROOM1_6b883,2025-03-13 18:38:00,54.13,distance_measurement,False,,2025-03-13 18:38:00
1dd23500-9c9a-4959-b4ae-35d4470f1d6c,HOME_001,DEV_BEDROOM3_971e0,2025-03-22 13:53:00,32.53,temperature,False,,2025-03-22 13:53:25
c22ea9e2-8237-41f1-92de-22ab5c1113be,HOME_002,DEV_BEDROOM4_61ce6,2025-03-05 19:27:00,30.45,temperature,False,,2025-03-05 19:27:20
e2d731a9-3b40-4aeb-8acf-79cac855440a,HOME_002,DEV_WASHROOM1_6b883,2025-03-13 01:15:00,139.22,distance_measurement,False,,2025-03-13 01:15:09
de2412f4-0d99-4a12-b2c4-583d48a45085,HOME_002,DEV_WASHROOM3_97bba,2025-03-27 11:27:00,176.73,distance_measurement,False,,2025-03-27 11:27:12
76926b4a-0711-4ec3-8315-f0ca632d07f3,HOME_002,DEV_BEDROOM1_d6960,2025-03-04 23:06:00,27.4,temperature,False,,2025-03-04 23:06:03
8f96d508-3c85-4740-a78b-9d9c11178dc2,HOME_001,DEV_WASHROOM2_9b97f,2025-03-27 07:17:00,46.99,distance_measurement,False,,2025-03-27 07:17:06
9f1168e9-cb28-4e11-a431-177c341eb60d,HOME_002,DEV_BEDROOM2_7e370,2025-03-09 10:21:00,32.54,temperature,False,,2025-03-09 10:21:18
d7548f34-05d5-4af1-bbc7-2448e0d55e13,HOME_002,DEV_WASHROOM4_d9865,2025-03-06 18:10:00,84.52,distance_measurement,False,,2025-03-06 18:10:30
85cdb71a-d3bd-4913-be1e-56b4f5cb1ab8,HOME_002,DEV_BEDROOM4_61ce6,2025-03-26 20:31:00,24.63,temperature,False,,2025-03-26 20:31:11
4413a787-34ab-4ed5-a80f-4f53a9ac9932,HOME_001,DEV_KITCHEN_7a3dc,2025-03-18 04:32:00,799.0,light_level,False,,2025-03-18 04:32:23
cb1c0fcd-fcc9-4e97-95eb-484f17220638,HOME_001,DEV_BEDROOM4_97e85,2025-03-13 15:54:00,28.44,temperature,False,,2025-03-13 15:54:22
aaebd517-3a4f-4a2c-a901-2df06fa23d02,HOME_002,DEV_WASHROOM3_97bba,2025-03-20 01:38:00,174.25,distance_measurement,False,,2025-03-20 01:38:17
250ad142-57fa-4f08-9968-06179142524d,HOME_002,DEV_BEDROOM5_820b7,2025-03-19 17:12:00,25.24,temperature,False,,2025-03-19 17:12:28
5dc35568-df92-4ea3-8da4-5b8896c112c4,HOME_001,DEV_BEDROOM2_a6759,2025-03-08 22:07:00,33.11,temperature,False,,2025-03-08 22:07:17
dc587bfa-765d-4735-89df-d031e486b9d8,HOME_001,DEV_LIVING_ROOM_01b8b,2025-03-22 23:56:00,33.18,temperature,False,,2025-03-22 23:56:17
789c0373-df79-4aed-8295-a52b54d48a70,HOME_001,DEV_WASHROOM2_9b97f,2025-03-27 21:15:00,91.04,distance_measurement,False,,2025-03-27 21:15:01
4bafc8c3-2cef-4ffe-bef1-2e5b39cf8af8,HOME_002,DEV_BEDROOM1_d6960,2025-03-23 17:56:00,18.96,temperature,False,,2025-03-23 17:56:12
039a9dc1-7ba5-4487-b38d-53fe4111760c,HOME_001,DEV_LIVING_ROOM_1271e,2025-03-24 15:23:00,,ir_detected,False,Occupant triggered IR Sensor in living_room,2025-03-24 15:23:00
59542c65-3f28-4152-9fa3-6d933bc4e695,HOME_001,DEV_KITCHEN_7a3dc,2025-03-15 20:10:00,697.0,light_level,False,,2025-03-15 20:10:10
03a9bfd0-ef89-4095-afb4-a0ea2ef33910,HOME_001,DEV_BEDROOM4_97e85,2025-03-28 02:28:00,25.08,temperature,False,,2025-03-28 02:28:22
002d7042-0ebd-4547-bb31-be85a404eeca,HOME_002,DEV_LIVING_ROOM_9fc68,2025-03-13 18:14:00,,ir_detected,False,Occupant triggered IR Sensor in living_room,2025-03-13 18:14:00
efe2a37b-0591-4b6e-8b15-c87a1e92518e,HOME_001,DEV_BEDROOM3_971e0,2025-03-23 13:08:00,23.96,temperature,False,,2025-03-23 13:08:08
9b95e909-e60b-4510-a2ce-187750ac537c,HOME_001,DEV_WASHROOM1_20cb6,2025-03-23 05:50:00,6.42,distance_measurement,False,,2025-03-23 05:50:01
6355caf1-fd1c-4d2f-982b-2a179a9590e6,HOME_002,DEV_WASHROOM3_97bba,2025-03-12 19:48:00,62.31,distance_measurement,False,,2025-03-12 19:48:06
f8d9c6b7-43b8-4f61-bfdb-3d8824134956,HOME_002,DEV_KITCHEN_12aa5,2025-03-25 07:20:00,900.0,light_level,False,,2025-03-25 07:20:16
5a1eff94-32eb-47c8-a4f1-1b0671ccb641,HOME_001,DEV_WASHROOM2_9b97f,2025-03-07 16:41:00,141.56,distance_measurement,False,,2025-03-07 16:41:13
50b7c428-30c1-4eaf-abc3-19f95e531493,HOME_002,DEV_WASHROOM1_6b883,2025-03-25 06:29:00,166.92,distance_measurement,False,,2025-03-25 06:29:15
479e4a29-9e71-4b83-9246-bc5f68501ba5,HOME_001,DEV_KITCHEN_7a3dc,2025-03-18 08:49:00,135.0,light_level,False,,2025-03-18 08:49:19
ca2f67af-da5a-4c86-84b9-fbde1abb9e93,HOME_002,DEV_BEDROOM3_a4731,2025-03-26 09:36:00,34.51,temperature,False,,2025-03-26 09:36:10
7c24ba61-eff0-4bc6-afd4-0f996f776a7c,HOME_001,DEV_BEDROOM2_a6759,2025-03-17 00:20:00,28.94,temperature,False,,2025-03-17 00:20:16
a0c18ae0-994c-4f60-a2c1-4c1631e3696a,HOME_002,DEV_LIVING_ROOM_9fc68,2025-03-14 22:09:00,,ir_detected,False,Occupant triggered IR Sensor in living_room,2025-03-14 22:09:30
2a3c21b7-70e8-40a1-97f2-536bc44af224,HOME_002,DEV_BEDROOM3_a4731,2025-03-08 15:41:00,26.68,temperature,False,,2025-03-08 15:41:29
01486059-26c9-4366-b66f-c0ccd87fb049,HOME_001,DEV_LIVING_ROOM_1271e,2025-03-17 07:21:00,,ir_detected,False,Occupant triggered IR Sensor in living_room,2025-03-17 07:21:01
c70b4f9f-c1e4-4887-b7b3-e338ca688a61,HOME_002,DEV_WASHROOM3_97bba,2025-03-16 13:50:00,162.59,distance_measurement,False,,2025-03-16 13:50:28
b63b812b-e53a-46cf-8a24-d7cb5a6420e2,HOME_001,DEV_LIVING_ROOM_01b8b,2025-03-11 00:05:00,24.28,temperature,False,,2025-03-11 00:05:22
d6afac96-6998-4d15-8d74-bc4488e51c5a,HOME_001,DEV_BEDROOM4_97e85,2025-03-29 15:25:00,21.22,temperature,False,,2025-03-29 15:25:28
a25d9a92-eb24-4372-81a7-ddf9272b28eb,HOME_001,DEV_BEDROOM1_c74b2,2025-03-08 03:08:00,27.06,temperature,False,,2025-03-08 03:08:12
a876cd98-f998-4fd8-938a-50d72d01ae82,HOME_001,DEV_LIVING_ROOM_01b8b,2025-03-02 06:08:00,20.42,temperature,False,,2025-03-02 06:08:26
1cf760ef-34ea-45a7-8d3c-d2a1e41a0ed0,HOME_002,DEV_KITCHEN_12aa5,2025-03-20 01:45:00,394.0,light_level,False,,2025-03-20 01:45:00
1e8063a5-b5d7-47eb-9c24-bee52fbbc5cb,HOME_001,DEV_BEDROOM1_c74b2,2025-03-12 02:11:00,24.55,temperature,False,,2025-03-12 02:11:30
b88f016f-0593-42ce-8bd8-92dbbe028328,HOME_001,DEV_KITCHEN_7a3dc,2025-03-26 21:30:00,427.0,light_level,False,,2025-03-26 21:30:22
53de4a43-aa75-4daf-b3a4-6b1e545ec661,HOME_002,DEV_WASHROOM3_97bba,2025-03-07 13:43:00,72.61,distance_measurement,False,,2025-03-07 13:43:03
0e220460-4dc3-4522-8d1c-d59ec09339fe,HOME_002,DEV_LIVING_ROOM_deab2,2025-03-20 23:17:00,30.65,temperature,False,,2025-03-20 23:17:14
1b63faf2-5567-491e-ac80-75a54195a4ea,HOME_002,DEV_BEDROOM4_61ce6,2025-03-17 16:07:00,32.33,temperature,False,,2025-03-17 16:07:27
913df1b9-68a0-475c-b080-8dbefbf37558,HOME_002,DEV_KITCHEN_12aa5,2025-03-24 13:53:00,446.0,light_level,False,,2025-03-24 13:53:26
7c439418-ef9a-44a8-b86f-1ffbfabc137a,HOME_002,DEV_KITCHEN_12aa5,2025-03-18 16:56:00,329.0,light_level,False,,2025-03-18 16:56:11
a477c51e-9d69-4d77-9905-829ccae43cab,HOME_002,DEV_WASHROOM4_d9865,2025-03-19 10:28:00,89.94,distance_measurement,False,,2025-03-19 10:28:26
afbfb693-36d1-427b-bd63-217d2a6bb30c,HOME_001,DEV_BEDROOM2_a6759,2025-03-21 15:30:00,26.22,temperature,False,,2025-03-21 15:30:07
98aed666-0788-43b8-afc7-493d85fd9596,HOME_002,DEV_WASHROOM1_6b883,2025-03-13 16:54:00,155.28,distance_measurement,False,,2025-03-13 16:54:29
507c54cc-90bb-4c36-ae21-5fbca934cfa5,HOME_002,DEV_WASHROOM3_97bba,2025-03-23 20:25:00,61.55,distance_measurement,False,,2025-03-23 20:25:26
de3e0094-dfa7-4543-8879-9a150f17235c,HOME_001,DEV_LIVING_ROOM_1271e,2025-03-25 09:49:00,,ir_detected,False,Occupant triggered IR Sensor in living_room,2025-03-25 09:49:19
fd6b04e3-859b-44a4-9db9-d1c1096a7c27,HOME_001,DEV_LIVING_ROOM_01b8b,2025-03-06 00:35:00,26.1,temperature,False,,2025-03-06 00:35:13
eaa27561-c145-49e5-ad82-1e09092b39ec,HOME_002,DEV_LIVING_ROOM_9fc68,2025-03-14 15:58:00,,ir_detected,False,Occupant triggered IR Sensor in living_room,2025-03-14 15:58:26
320ad7b9-3629-42b3-b44c-cdf69252ff33,HOME_001,DEV_WASHROOM2_9b97f,2025-03-14 08:22:00,134.09,distance_measurement,False,,2025-03-14 08:22:03
5b95422f-b94c-4482-a1de-06d9e24813c6,HOME_002,DEV_WASHROOM3_97bba,2025-03-07 11:15:00,127.05,distance_measurement,False,,2025-03-07 11:15:22
53e56479-1285-4702-b45d-6bcf54efd438,HOME_002,DEV_LIVING_ROOM_12fbf,2025-03-26 07:18:00,,motion_detected,False,Occupant triggered Motion Sensor in living_room,2025-03-26 07:18:26
9c8ac56e-755c-4f60-a526-44f0832bf7ba,HOME_002,DEV_BEDROOM4_61ce6,2025-03-02 17:05:00,29.25,temperature,False,,2025-03-02 17:05:30
3907cf00-d776-41b9-aefb-b53c98f2f1d6,HOME_001,DEV_BEDROOM1_c74b2,2025-03-16 07:05:00,22.69,temperature,False,,2025-03-16 07:05:05
fd78a18a-2661-4bf1-b559-17e8a03b8245,HOME_001,DEV_WASHROOM1_5d79b,2025-03-27 11:31:00,,relay_activated,False,,2025-03-27 11:31:14
04285214-aadb-4c60-97d1-b4ba35a2c3cd,HOME_001,DEV_LIVING_ROOM_01b8b,2025-03-10 22:41:00,29.07,temperature,False,,2025-03-10 22:41:11
450f2c58-94ff-48f5-ae69-b92be0256e1c,HOME_002,DEV_WASHROOM4_d9865,2025-03-03 20:06:00,182.42,distance_measurement,False,,2025-03-03 20:06:25
a268f102-27eb-400d-9aa3-27eec8022044,HOME_002,DEV_WASHROOM2_8ce7e,2025-03-29 15:40:00,130.75,distance_measurement,False,,2025-03-29 15:40:30
29de06b5-9d44-4b6e-a549-64fda0674f6c,HOME_002,DEV_KITCHEN_12aa5,2025-03-20 04:49:00,964.0,light_level,False,,2025-03-20 04:49:30
d57698bf-ad28-4868-8322-7de8ba977eb9,HOME_002,DEV_LIVING_ROOM_9fc68,2025-03-18 20:19:00,,ir_detected,False,Occupant triggered IR Sensor in living_room,2025-03-18 20:19:05
83bb7af2-c548-490a-93cb-18418d8cdd16,HOME_001,DEV_BEDROOM2_a6759,2025-03-26 19:30:00,32.04,temperature,False,,2025-03-26 19:30:26
37b37b71-cba9-4dd2-8006-055daa17cd65,HOME_001,DEV_BEDROOM1_c74b2,2025-03-13 23:38:00,22.73,temperature,False,,2025-03-13 23:38:10
48077cbc-b084-4fe3-bc04-881657732084,HOME_001,DEV_BEDROOM1_c74b2,2025-03-11 05:26:00,21.0,temperature,False,,2025-03-11 05:26:00
33e3a227-8db3-4177-a418-ac5f3d6c9126,HOME_001,DEV_BEDROOM1_c74b2,2025-03-06 18:42:00,19.19,temperature,False,,2025-03-06 18:42:20
4b5e1bad-5c66-43b7-bccd-09b9f4dd6eba,HOME_002,DEV_BEDROOM3_a4731,2025-03-25 18:11:00,20.89,temperature,False,,2025-03-25 18:11:08
8eeb36e0-475e-4c25-ab1c-c8429c64f05a,HOME_001,DEV_WASHROOM2_9b97f,2025-03-17 16:21:00,184.4,distance_measurement,False,,2025-03-17 16:21:25
eb72d3f5-09c7-4e17-90e9-e2e8be9865d6,HOME_001,DEV_LIVING_ROOM_0e867,2025-03-07 18:11:00,,voice_detected,False,Occupant triggered Voice Sensor in living_room,2025-03-07 18:11:14
58fa9786-9f09-429a-8700-6d3a179a9bac,HOME_002,DEV_BEDROOM4_61ce6,2025-03-23 05:01:00,23.73,temperature,False,,2025-03-23 05:01:25
67a189a7-7c2f-43c7-8687-ab71eb7ce387,HOME_001,DEV_KITCHEN_7a3dc,2025-03-22 08:42:00,60.0,light_level,False,,2025-03-22 08:42:07
385e538a-1869-49cc-9343-9dae989a3f86,HOME_001,DEV_LIVING_ROOM_0e867,2025-03-22 21:28:00,,voice_detected,False,Occupant triggered Voice Sensor in living_room,2025-03-22 21:28:08
b45b0c79-d38a-45a4-a8b4-c91b6bc78387,HOME_001,DEV_LIVING_ROOM_4e058,2025-03-25 10:15:00,,motion_detected,False,Occupant triggered Motion Sensor in living_room,2025-03-25 10:15:01
ce5dc87d-728a-439a-8af8-2b0fef33d047,HOME_002,DEV_WASHROOM4_d9865,2025-03-03 07:54:00,122.04,distance_measurement,False,,2025-03-03 07:54:22
04474e05-961b-423a-be7e-f594c47a0053,HOME_002,DEV_BEDROOM5_820b7,2025-03-25 10:40:00,25.16,temperature,False,,2025-03-25 10:40:26
1af7cc81-601e-4409-b2c1-5b792fd7e446,HOME_001,DEV_KITCHEN_7a3dc,2025-03-19 18:13:00,453.0,light_level,False,,2025-03-19 18:13:09
bf935ad0-c924-4c53-9eb6-71c711ecc2d7,HOME_002,DEV_WASHROOM1_6b883,2025-03-24 22:11:00,78.65,distance_measurement,False,,2025-03-24 22:11:22
9cc2b9bb-4ede-4d65-869e-214698dfc843,HOME_001,DEV_WASHROOM2_9b97f,2025-03-22 22:59:00,75.54,distance_measurement,False,,2025-03-22 22:59:08
